Date,PearClass,Price
20160915,M,"20,000"
20160915,M,"25,000"
20160915,M,"23,000"
20160915,M,"23,000"
20160915,M,"20,000"
20160915,M,"20,000"
20160915,M,"23,000"
20160915,H,"31,600"
20160914,H,"30,000"
20160914,M,"20,000"
20160914,H,"30,000"
20160914,H,"30,000"
20160914,H,"31,600"
20160914,H,"29,660"
20160914,H,"27,000"
20160914,H,"29,000"
20160914,H,"31,600"
20160914,H,"30,000"
20160914,H,"33,000"
20160914,H,"25,000"
20160914,H,"36,000"
20160914,H,"28,000"
20160914,H,"33,000"
20160914,H,"33,000"
20160914,H,"34,900"
20160914,H,"29,670"
20160914,H,"32,600"
20160914,H,"30,000"
20160914,H,"33,600"
20160914,H,"33,300"
20160914,H,"31,600"
20160914,M,"18,300"
20160914,M,"20,000"
20160914,M,"25,000"
20160914,M,"23,000"
20160914,M,"23,000"
20160914,M,"20,000"
20160914,M,"20,000"
20160914,M,"23,000"
20160914,M,"18,000"
20160914,M,"20,000"
20160914,H,"25,000"
20160913,H,"25,000"
20160913,M,"20,000"
20160913,H,"28,000"
20160913,H,"33,000"
20160913,H,"33,000"
20160913,H,"34,900"
20160913,H,"29,670"
20160913,H,"32,600"
20160913,H,"30,000"
20160913,H,"30,000"
20160913,H,"30,000"
20160913,H,"31,600"
20160913,H,"29,660"
20160913,H,"27,000"
20160913,H,"29,000"
20160913,H,"31,600"
20160913,H,"30,000"
20160913,H,"33,000"
20160913,H,"30,000"
20160913,H,"33,600"
20160913,H,"33,300"
20160913,H,"31,600"
20160913,H,"25,000"
20160913,M,"18,300"
20160913,M,"20,000"
20160913,M,"25,000"
20160913,M,"23,000"
20160913,M,"23,000"
20160913,M,"20,000"
20160913,M,"20,000"
20160913,M,"23,000"
20160913,M,"18,000"
20160913,M,"20,000"
20160913,H,"36,000"
20160912,H,"36,000"
20160912,H,"28,000"
20160912,H,"33,000"
20160912,H,"33,000"
20160912,H,"29,670"
20160912,H,"32,600"
20160912,H,"30,000"
20160912,H,"33,600"
20160912,H,"30,000"
20160912,H,"33,000"
20160912,H,"33,300"
20160912,H,"31,600"
20160912,H,"25,000"
20160912,H,"25,000"
20160912,H,"30,000"
20160912,H,"30,000"
20160912,H,"30,000"
20160912,H,"31,600"
20160912,H,"29,660"
20160912,H,"27,000"
20160912,H,"29,000"
20160912,H,"31,600"
20160912,M,"20,000"
20160912,M,"23,000"
20160912,M,"18,000"
20160912,M,"20,000"
20160912,M,"20,000"
20160912,M,"18,300"
20160912,M,"20,000"
20160912,M,"25,000"
20160912,M,"23,000"
20160912,M,"23,000"
20160912,M,"20,000"
20160911,H,"30,000"
20160911,M,"20,000"
20160911,M,"18,000"
20160911,M,"23,000"
20160911,M,"20,000"
20160911,M,"20,000"
20160911,M,"18,300"
20160911,M,"23,000"
20160911,M,"23,000"
20160911,M,"23,000"
20160911,H,"28,000"
20160911,H,"30,000"
20160911,H,"30,000"
20160911,H,"25,000"
20160911,H,"31,600"
20160911,H,"33,300"
20160911,H,"42,600"
20160911,H,"30,000"
20160911,M,"20,000"
20160911,H,"29,670"
20160911,H,"33,000"
20160911,H,"31,600"
20160911,H,"28,000"
20160911,H,"42,670"
20160911,H,"25,000"
20160911,H,"33,000"
20160911,H,"31,600"
20160911,H,"29,000"
20160911,H,"27,000"
20160911,H,"29,660"
20160911,H,"31,600"
20160910,M,"20,000"
20160910,H,"42,670"
20160910,M,"23,000"
20160910,M,"20,000"
20160910,M,"23,000"
20160910,H,"25,000"
20160910,H,"31,600"
20160910,H,"33,300"
20160910,M,"23,000"
20160910,M,"23,000"
20160910,M,"20,000"
20160910,M,"18,300"
20160910,M,"20,000"
20160910,H,"25,000"
20160910,H,"33,000"
20160910,H,"31,600"
20160910,H,"29,000"
20160910,H,"27,000"
20160910,H,"29,660"
20160910,H,"31,600"
20160910,H,"28,000"
20160910,H,"30,000"
20160910,H,"30,000"
20160910,H,"42,600"
20160910,H,"30,000"
20160910,H,"30,000"
20160910,H,"29,670"
20160910,H,"33,000"
20160910,H,"31,600"
20160910,H,"28,000"
20160910,M,"18,000"
20160909,H,"29,660"
20160909,M,"18,000"
20160909,H,"29,000"
20160909,H,"31,600"
20160909,H,"33,000"
20160909,H,"25,000"
20160909,H,"42,670"
20160909,H,"28,000"
20160909,H,"31,600"
20160909,H,"33,000"
20160909,H,"29,670"
20160909,H,"30,000"
20160909,H,"30,000"
20160909,H,"42,600"
20160909,H,"33,300"
20160909,H,"31,600"
20160909,H,"25,000"
20160909,H,"30,000"
20160909,H,"30,000"
20160909,H,"28,000"
20160909,H,"31,600"
20160909,M,"20,000"
20160909,M,"20,000"
20160909,M,"18,300"
20160909,M,"20,000"
20160909,M,"23,000"
20160909,M,"23,000"
20160909,M,"23,000"
20160909,M,"20,000"
20160909,M,"23,000"
20160909,H,"27,000"
20160908,H,"28,000"
20160908,M,"20,000"
20160908,H,"36,660"
20160908,H,"27,000"
20160908,H,"29,000"
20160908,H,"35,330"
20160908,H,"25,000"
20160908,H,"42,670"
20160908,H,"28,000"
20160908,H,"31,600"
20160908,H,"32,670"
20160908,H,"30,000"
20160908,H,"30,000"
20160908,H,"42,600"
20160908,H,"33,300"
20160908,H,"25,000"
20160908,M,"23,000"
20160908,M,"23,000"
20160908,M,"23,000"
20160908,M,"20,000"
20160908,M,"23,000"
20160908,M,"18,000"
20160908,M,"20,000"
20160908,H,"31,600"
20160907,H,"30,000"
20160907,M,"20,000"
20160907,H,"25,000"
20160907,H,"25,000"
20160907,H,"46,000"
20160907,H,"28,000"
20160907,H,"18,000"
20160907,H,"32,670"
20160907,H,"30,000"
20160907,H,"25,000"
20160907,H,"31,600"
20160907,H,"36,660"
20160907,H,"27,000"
20160907,H,"29,000"
20160907,H,"35,330"
20160907,M,"20,000"
20160907,M,"23,000"
20160907,M,"23,000"
20160907,M,"20,000"
20160907,M,"23,000"
20160907,M,"20,000"
20160907,H,"46,000"
20160906,H,"25,000"
20160906,M,"20,000"
20160906,H,"27,000"
20160906,H,"29,000"
20160906,H,"25,000"
20160906,H,"28,000"
20160906,H,"18,000"
20160906,H,"32,670"
20160906,H,"30,000"
20160906,H,"30,000"
20160906,H,"46,000"
20160906,H,"25,000"
20160906,M,"20,000"
20160906,M,"23,000"
20160906,M,"23,000"
20160906,M,"20,000"
20160906,M,"23,000"
20160906,M,"20,000"
20160906,H,"31,600"
20160905,H,"25,000"
20160905,M,"20,000"
20160905,H,"27,000"
20160905,H,"29,000"
20160905,H,"25,000"
20160905,H,"28,000"
20160905,H,"18,000"
20160905,H,"32,670"
20160905,H,"30,000"
20160905,H,"30,000"
20160905,H,"25,000"
20160905,M,"20,000"
20160905,M,"23,000"
20160905,M,"23,000"
20160905,M,"20,000"
20160905,M,"23,000"
20160905,M,"25,000"
20160905,H,"31,600"
20160904,H,"25,000"
20160904,H,"27,000"
20160904,H,"29,000"
20160904,H,"25,000"
20160904,H,"28,000"
20160904,H,"18,000"
20160904,H,"30,000"
20160904,H,"30,000"
20160904,H,"25,000"
20160904,M,"20,000"
20160904,M,"23,000"
20160904,M,"23,000"
20160904,M,"20,000"
20160904,M,"23,000"
20160904,M,"25,000"
20160904,M,"20,000"
20160903,H,"18,000"
20160903,M,"25,000"
20160903,M,"23,000"
20160903,M,"20,000"
20160903,M,"20,000"
20160903,M,"23,000"
20160903,M,"23,000"
20160903,H,"25,000"
20160903,H,"30,000"
20160903,H,"30,000"
20160903,M,"20,000"
20160903,H,"28,000"
20160903,H,"25,000"
20160903,H,"29,000"
20160903,H,"27,000"
20160903,H,"25,000"
20160902,H,"18,000"
20160902,M,"20,000"
20160902,M,"23,000"
20160902,M,"20,000"
20160902,H,"25,000"
20160902,H,"30,000"
20160902,H,"30,000"
20160902,H,"30,000"
20160902,M,"20,000"
20160902,M,"25,000"
20160902,H,"25,000"
20160902,H,"27,000"
20160902,H,"29,000"
20160902,H,"25,000"
20160902,H,"28,000"
20160902,M,"23,000"
20160902,M,"23,000"
20160902,M,"25,000"
20160901,H,"28,000"
20160901,H,"18,000"
20160901,H,"30,000"
20160901,H,"30,000"
20160901,H,"30,000"
20160901,H,"29,300"
20160901,H,"25,000"
20160901,H,"27,000"
20160901,H,"29,000"
20160901,H,"25,000"
20160901,H,"25,000"
20160901,M,"25,000"
20160901,M,"25,000"
20160901,M,"23,000"
20160901,M,"20,000"
20160901,M,"23,000"
20160901,M,"20,000"
20160901,M,"20,000"
20160901,M,"23,000"
20160901,M,"20,000"
20160831,H,"30,000"
20160831,H,"28,000"
20160831,H,"25,000"
20160831,H,"29,000"
20160831,H,"27,000"
20160831,H,"25,000"
20160831,H,"29,300"
20160831,H,"25,000"
20160831,H,"30,000"
20160831,H,"18,000"
20160831,H,"30,000"
20160831,M,"20,000"
20160831,M,"25,000"
20160831,M,"25,000"
20160831,M,"23,000"
20160831,M,"20,000"
20160831,M,"23,000"
20160831,M,"23,000"
20160831,M,"20,000"
20160831,M,"20,000"
20160830,H,"30,000"
20160830,M,"20,000"
20160830,H,"21,800"
20160830,H,"28,000"
20160830,H,"30,000"
20160830,H,"29,000"
20160830,H,"27,000"
20160830,H,"25,000"
20160830,H,"29,300"
20160830,H,"25,000"
20160830,H,"30,000"
20160830,M,"20,000"
20160830,M,"25,000"
20160830,M,"25,000"
20160830,M,"23,000"
20160830,M,"25,000"
20160830,M,"23,000"
20160830,M,"23,000"
20160830,M,"20,000"
20160830,H,"35,000"
20160829,H,"35,000"
20160829,M,"20,000"
20160829,H,"28,300"
20160829,H,"30,000"
20160829,H,"28,000"
20160829,H,"21,800"
20160829,H,"30,000"
20160829,H,"25,000"
20160829,H,"29,300"
20160829,H,"25,000"
20160829,H,"27,000"
20160829,H,"29,000"
20160829,M,"20,000"
20160829,M,"20,000"
20160829,M,"23,000"
20160829,M,"23,000"
20160829,M,"23,300"
20160829,M,"25,000"
20160829,M,"23,000"
20160829,M,"21,800"
20160829,M,"25,000"
20160829,M,"25,000"
20160829,H,"30,000"
20160828,H,"29,300"
20160828,M,"20,000"
20160828,H,"27,000"
20160828,H,"29,000"
20160828,H,"28,300"
20160828,H,"30,000"
20160828,H,"28,000"
20160828,H,"35,000"
20160828,H,"30,000"
20160828,H,"30,000"
20160828,H,"25,000"
20160828,M,"20,000"
20160828,M,"20,000"
20160828,M,"23,000"
20160828,M,"23,000"
20160828,M,"23,300"
20160828,M,"25,000"
20160828,M,"23,000"
20160828,M,"21,800"
20160828,M,"25,000"
20160828,M,"25,000"
20160828,H,"25,000"
20160827,H,"29,300"
20160827,M,"20,000"
20160827,H,"27,000"
20160827,H,"29,000"
20160827,H,"28,300"
20160827,H,"30,000"
20160827,H,"28,000"
20160827,H,"35,000"
20160827,H,"30,000"
20160827,H,"30,000"
20160827,H,"24,950"
20160827,H,"25,000"
20160827,M,"25,000"
20160827,M,"23,000"
20160827,M,"21,800"
20160827,M,"20,000"
20160827,M,"20,000"
20160827,M,"23,000"
20160827,M,"23,000"
20160827,M,"23,300"
20160827,M,"25,000"
20160827,M,"25,000"
20160827,H,"25,000"
20160826,H,"25,000"
20160826,M,"23,000"
20160826,H,"30,300"
20160826,H,"29,300"
20160826,H,"30,000"
20160826,H,"24,950"
20160826,H,"25,000"
20160826,H,"29,000"
20160826,H,"28,300"
20160826,H,"30,000"
20160826,H,"28,000"
20160826,H,"35,000"
20160826,H,"30,000"
20160826,M,"20,000"
20160826,M,"20,000"
20160826,M,"20,000"
20160826,M,"21,800"
20160826,M,"25,000"
20160826,M,"25,000"
20160826,M,"20,000"
20160826,M,"23,000"
20160826,M,"23,000"
20160826,M,"23,300"
20160826,M,"25,000"
20160826,H,"27,000"
20160825,H,"30,300"
20160825,M,"20,000"
20160825,H,"25,000"
20160825,H,"27,000"
20160825,H,"29,000"
20160825,H,"28,300"
20160825,H,"30,000"
20160825,H,"28,000"
20160825,H,"35,000"
20160825,H,"30,000"
20160825,H,"30,000"
20160825,H,"24,950"
20160825,H,"25,000"
20160825,M,"20,000"
20160825,M,"20,000"
20160825,M,"20,000"
20160825,M,"24,950"
20160825,M,"23,000"
20160825,M,"23,000"
20160825,M,"23,300"
20160825,M,"25,000"
20160825,M,"24,950"
20160825,M,"23,000"
20160825,M,"21,800"
20160825,M,"25,000"
20160825,M,"25,000"
20160825,H,"29,300"
20160824,H,"30,000"
20160824,M,"20,000"
20160824,H,"30,300"
20160824,H,"29,300"
20160824,H,"25,000"
20160824,H,"27,000"
20160824,H,"29,000"
20160824,H,"28,300"
20160824,H,"35,000"
20160824,H,"30,000"
20160824,H,"30,000"
20160824,H,"24,950"
20160824,H,"25,000"
20160824,M,"20,000"
20160824,M,"20,000"
20160824,M,"20,000"
20160824,M,"24,950"
20160824,M,"23,000"
20160824,M,"23,000"
20160824,M,"23,300"
20160824,M,"25,000"
20160824,M,"24,950"
20160824,M,"23,000"
20160824,M,"21,800"
20160824,M,"25,000"
20160824,M,"25,000"
20160824,H,"28,000"
20160823,H,"30,300"
20160823,H,"29,300"
20160823,H,"25,000"
20160823,H,"27,000"
20160823,H,"29,000"
20160823,H,"28,300"
20160823,H,"30,000"
20160823,H,"28,000"
20160823,H,"25,000"
20160823,H,"26,630"
20160823,H,"35,000"
20160823,H,"26,630"
20160823,H,"30,000"
20160823,H,"39,660"
20160823,H,"30,000"
20160823,H,"24,950"
20160823,M,"25,000"
20160823,M,"25,000"
20160823,M,"24,950"
20160823,M,"24,950"
20160823,M,"20,000"
20160823,M,"20,000"
20160823,M,"20,000"
20160823,M,"20,000"
20160823,M,"24,950"
20160823,M,"23,000"
20160823,M,"23,000"
20160823,M,"23,300"
20160823,M,"25,000"
20160823,M,"24,950"
20160823,M,"23,000"
20160823,M,"21,800"
20160822,H,"28,300"
20160822,M,"25,000"
20160822,H,"33,300"
20160822,H,"28,000"
20160822,H,"26,630"
20160822,H,"35,000"
20160822,H,"26,630"
20160822,H,"30,000"
20160822,H,"39,660"
20160822,H,"30,000"
20160822,H,"24,950"
20160822,H,"25,000"
20160822,H,"30,300"
20160822,H,"29,300"
20160822,H,"25,000"
20160822,H,"39,660"
20160822,H,"27,000"
20160822,H,"26,630"
20160822,H,"29,000"
20160822,M,"24,950"
20160822,M,"24,950"
20160822,M,"20,000"
20160822,M,"20,000"
20160822,M,"20,000"
20160822,M,"20,000"
20160822,M,"24,950"
20160822,M,"23,000"
20160822,M,"23,000"
20160822,M,"23,300"
20160822,M,"25,000"
20160822,M,"24,950"
20160822,M,"23,000"
20160822,M,"21,800"
20160822,M,"25,000"
20160822,H,"30,000"
20160821,H,"30,300"
20160821,M,"20,000"
20160821,H,"25,000"
20160821,H,"39,660"
20160821,H,"27,000"
20160821,H,"26,630"
20160821,H,"29,000"
20160821,H,"25,000"
20160821,H,"30,000"
20160821,H,"33,300"
20160821,H,"28,000"
20160821,H,"26,630"
20160821,H,"35,000"
20160821,H,"26,630"
20160821,H,"30,000"
20160821,H,"39,660"
20160821,H,"30,000"
20160821,H,"24,950"
20160821,H,"25,000"
20160821,M,"24,950"
20160821,M,"23,000"
20160821,M,"21,800"
20160821,M,"25,000"
20160821,M,"25,000"
20160821,M,"24,950"
20160821,M,"24,950"
20160821,M,"20,000"
20160821,M,"20,000"
20160821,M,"20,000"
20160821,M,"24,950"
20160821,M,"23,000"
20160821,M,"23,000"
20160821,M,"20,000"
20160821,M,"25,000"
20160821,H,"29,300"
20160820,H,"28,000"
20160820,M,"20,000"
20160820,H,"35,000"
20160820,H,"26,630"
20160820,H,"30,000"
20160820,H,"39,660"
20160820,H,"33,300"
20160820,H,"25,000"
20160820,H,"30,000"
20160820,H,"24,950"
20160820,H,"33,300"
20160820,H,"30,300"
20160820,H,"29,300"
20160820,H,"25,000"
20160820,H,"39,660"
20160820,H,"27,000"
20160820,H,"26,630"
20160820,H,"29,000"
20160820,H,"33,300"
20160820,H,"25,000"
20160820,H,"39,660"
20160820,H,"30,000"
20160820,M,"20,000"
20160820,M,"20,000"
20160820,M,"20,000"
20160820,M,"24,950"
20160820,M,"23,000"
20160820,M,"23,000"
20160820,M,"24,950"
20160820,M,"20,000"
20160820,M,"25,000"
20160820,M,"24,950"
20160820,M,"23,000"
20160820,M,"21,800"
20160820,M,"25,000"
20160820,M,"25,000"
20160820,M,"24,950"
20160820,M,"24,950"
20160820,H,"26,630"
20160819,M,"20,000"
20160819,H,"46,330"
20160819,M,"23,000"
20160819,M,"23,000"
20160819,M,"24,950"
20160819,M,"20,000"
20160819,M,"25,000"
20160819,M,"24,950"
20160819,M,"23,000"
20160819,M,"21,800"
20160819,M,"25,000"
20160819,M,"25,000"
20160819,M,"24,950"
20160819,M,"24,950"
20160819,M,"20,000"
20160819,M,"20,000"
20160819,M,"20,000"
20160819,H,"29,000"
20160819,H,"33,300"
20160819,H,"25,000"
20160819,H,"39,660"
20160819,H,"30,000"
20160819,H,"33,300"
20160819,H,"28,000"
20160819,H,"26,630"
20160819,H,"35,000"
20160819,H,"26,630"
20160819,H,"30,000"
20160819,H,"39,660"
20160819,H,"30,000"
20160819,H,"24,950"
20160819,H,"33,300"
20160819,H,"25,000"
20160819,H,"30,300"
20160819,H,"29,300"
20160819,H,"25,000"
20160819,H,"39,660"
20160819,H,"27,000"
20160819,H,"26,630"
20160819,M,"24,950"
20160818,H,"33,300"
20160818,H,"25,000"
20160818,H,"39,660"
20160818,H,"30,000"
20160818,H,"33,300"
20160818,H,"28,000"
20160818,H,"26,630"
20160818,H,"35,000"
20160818,H,"26,630"
20160818,H,"30,000"
20160818,H,"39,660"
20160818,H,"30,000"
20160818,H,"24,950"
20160818,H,"33,300"
20160818,H,"30,300"
20160818,H,"29,300"
20160818,M,"21,800"
20160818,M,"25,000"
20160818,M,"20,000"
20160818,M,"24,950"
20160818,M,"23,000"
20160818,M,"23,000"
20160818,M,"24,950"
20160818,M,"20,000"
20160818,M,"25,000"
20160818,M,"24,950"
20160818,M,"23,000"
20160818,M,"25,000"
20160818,M,"24,950"
20160818,M,"24,950"
20160818,M,"20,000"
20160818,M,"20,000"
20160818,M,"20,000"
20160818,H,"25,000"
20160818,H,"25,000"
20160818,H,"39,660"
20160818,H,"27,000"
20160818,H,"26,630"
20160818,H,"46,330"
20160818,H,"29,000"
20160817,M,"20,000"
20160817,M,"20,000"
20160817,M,"20,000"
20160817,M,"24,950"
20160817,M,"23,000"
20160817,M,"23,000"
20160817,M,"24,950"
20160817,M,"20,000"
20160817,M,"25,000"
20160817,M,"24,950"
20160817,M,"23,000"
20160817,M,"24,950"
20160817,M,"25,000"
20160817,M,"25,000"
20160817,M,"24,950"
20160817,M,"24,950"
20160817,M,"20,000"
20160817,H,"30,300"
20160817,H,"29,300"
20160817,H,"25,000"
20160817,H,"39,660"
20160817,H,"27,000"
20160817,H,"43,000"
20160817,H,"46,330"
20160817,H,"29,000"
20160817,H,"33,300"
20160817,H,"25,000"
20160817,H,"39,660"
20160817,H,"30,000"
20160817,H,"33,300"
20160817,H,"28,000"
20160817,H,"33,300"
20160817,H,"35,000"
20160817,H,"33,300"
20160817,H,"30,000"
20160817,H,"39,660"
20160817,H,"30,000"
20160817,H,"24,950"
20160817,H,"33,300"
20160817,H,"25,000"
20160816,H,"30,300"
20160816,M,"20,000"
20160816,H,"27,000"
20160816,H,"39,660"
20160816,H,"33,300"
20160816,H,"25,000"
20160816,H,"27,000"
20160816,H,"43,000"
20160816,H,"46,330"
20160816,H,"29,000"
20160816,H,"33,300"
20160816,H,"25,000"
20160816,H,"39,660"
20160816,H,"30,000"
20160816,H,"33,300"
20160816,H,"28,000"
20160816,H,"33,300"
20160816,H,"35,000"
20160816,H,"33,300"
20160816,H,"30,000"
20160816,H,"39,660"
20160816,H,"30,000"
20160816,H,"24,950"
20160816,M,"20,000"
20160816,M,"20,000"
20160816,M,"22,000"
20160816,M,"24,950"
20160816,M,"23,000"
20160816,M,"23,000"
20160816,M,"24,950"
20160816,M,"20,000"
20160816,M,"25,000"
20160816,M,"24,950"
20160816,M,"23,000"
20160816,M,"24,950"
20160816,M,"25,000"
20160816,M,"25,000"
20160816,M,"24,950"
20160816,M,"24,950"
20160816,H,"29,300"
20160815,H,"43,000"
20160815,M,"20,000"
20160815,H,"30,300"
20160815,H,"29,300"
20160815,H,"27,000"
20160815,H,"39,660"
20160815,H,"27,000"
20160815,H,"29,000"
20160815,H,"33,300"
20160815,H,"25,000"
20160815,H,"39,660"
20160815,H,"30,000"
20160815,H,"33,300"
20160815,H,"28,000"
20160815,H,"33,300"
20160815,H,"35,000"
20160815,H,"33,300"
20160815,H,"30,000"
20160815,H,"39,660"
20160815,H,"30,000"
20160815,H,"24,950"
20160815,H,"33,300"
20160815,H,"25,000"
20160815,M,"24,950"
20160815,M,"23,000"
20160815,M,"23,000"
20160815,M,"20,000"
20160815,M,"20,000"
20160815,M,"22,000"
20160815,M,"24,950"
20160815,M,"20,000"
20160815,M,"25,000"
20160815,M,"24,950"
20160815,M,"23,000"
20160815,M,"24,950"
20160815,M,"25,000"
20160815,M,"25,000"
20160815,M,"24,950"
20160815,M,"24,950"
20160815,H,"46,330"
20160814,H,"33,300"
20160814,M,"24,950"
20160814,H,"30,300"
20160814,H,"29,300"
20160814,H,"27,000"
20160814,H,"39,660"
20160814,H,"27,000"
20160814,H,"43,000"
20160814,H,"46,330"
20160814,H,"29,000"
20160814,H,"33,300"
20160814,H,"25,000"
20160814,H,"39,660"
20160814,H,"30,000"
20160814,H,"33,300"
20160814,H,"28,000"
20160814,H,"33,300"
20160814,H,"35,000"
20160814,H,"33,300"
20160814,H,"30,000"
20160814,H,"39,660"
20160814,H,"30,000"
20160814,H,"24,950"
20160814,M,"20,000"
20160814,M,"20,000"
20160814,M,"22,000"
20160814,M,"24,950"
20160814,M,"23,000"
20160814,M,"23,000"
20160814,M,"25,000"
20160814,M,"25,000"
20160814,M,"24,950"
20160814,M,"24,950"
20160814,M,"20,000"
20160814,M,"24,950"
20160814,M,"20,000"
20160814,M,"25,000"
20160814,M,"24,950"
20160814,M,"23,000"
20160814,H,"25,000"
20160813,H,"39,660"
20160813,H,"27,000"
20160813,H,"43,000"
20160813,H,"46,330"
20160813,H,"29,000"
20160813,H,"33,300"
20160813,H,"25,000"
20160813,H,"39,660"
20160813,H,"30,000"
20160813,H,"33,300"
20160813,H,"28,000"
20160813,H,"33,300"
20160813,H,"35,000"
20160813,H,"33,300"
20160813,H,"30,300"
20160813,H,"29,300"
20160813,H,"27,000"
20160813,H,"30,000"
20160813,H,"39,660"
20160813,H,"30,000"
20160813,H,"24,950"
20160813,H,"33,300"
20160813,H,"25,000"
20160813,M,"20,000"
20160813,M,"20,000"
20160813,M,"22,000"
20160813,M,"24,950"
20160813,M,"23,000"
20160813,M,"23,000"
20160813,M,"24,950"
20160813,M,"20,000"
20160813,M,"25,000"
20160813,M,"24,950"
20160813,M,"23,000"
20160813,M,"24,950"
20160813,M,"25,000"
20160813,M,"25,000"
20160813,M,"24,950"
20160813,M,"24,950"
20160813,M,"20,000"
20160812,H,"39,660"
20160812,M,"20,000"
20160812,H,"39,660"
20160812,H,"27,000"
20160812,H,"43,000"
20160812,H,"46,330"
20160812,H,"29,000"
20160812,H,"33,300"
20160812,H,"25,000"
20160812,H,"33,300"
20160812,H,"28,000"
20160812,H,"33,300"
20160812,H,"35,000"
20160812,H,"33,300"
20160812,H,"30,000"
20160812,H,"39,660"
20160812,H,"30,000"
20160812,H,"24,950"
20160812,H,"33,300"
20160812,H,"25,000"
20160812,H,"30,300"
20160812,H,"29,300"
20160812,H,"27,000"
20160812,M,"20,000"
20160812,M,"22,000"
20160812,M,"24,950"
20160812,M,"23,000"
20160812,M,"23,000"
20160812,M,"24,950"
20160812,M,"20,000"
20160812,M,"25,000"
20160812,M,"24,950"
20160812,M,"23,000"
20160812,M,"24,950"
20160812,M,"25,000"
20160812,M,"25,000"
20160812,M,"24,950"
20160812,M,"24,950"
20160812,M,"20,000"
20160812,H,"30,000"
20160811,H,"30,300"
20160811,M,"20,000"
20160811,H,"27,000"
20160811,H,"39,660"
20160811,H,"36,000"
20160811,H,"27,000"
20160811,H,"43,000"
20160811,H,"46,330"
20160811,H,"29,000"
20160811,H,"33,300"
20160811,H,"25,000"
20160811,H,"39,660"
20160811,H,"30,000"
20160811,H,"33,300"
20160811,H,"27,000"
20160811,H,"35,000"
20160811,H,"30,000"
20160811,H,"39,660"
20160811,H,"30,000"
20160811,H,"24,950"
20160811,H,"33,300"
20160811,H,"25,000"
20160811,M,"20,000"
20160811,M,"25,000"
20160811,M,"24,950"
20160811,M,"20,000"
20160811,M,"20,000"
20160811,M,"22,000"
20160811,M,"24,950"
20160811,M,"23,000"
20160811,M,"23,000"
20160811,M,"24,950"
20160811,M,"22,000"
20160811,M,"24,950"
20160811,M,"25,000"
20160811,M,"25,000"
20160811,M,"24,950"
20160811,M,"24,950"
20160811,H,"29,300"
20160810,H,"30,300"
20160810,M,"24,950"
20160810,H,"27,000"
20160810,H,"39,660"
20160810,H,"36,000"
20160810,H,"27,000"
20160810,H,"43,000"
20160810,H,"46,330"
20160810,H,"29,000"
20160810,H,"43,000"
20160810,H,"25,000"
20160810,H,"39,660"
20160810,H,"30,000"
20160810,H,"43,000"
20160810,H,"27,000"
20160810,H,"35,000"
20160810,H,"30,000"
20160810,H,"39,660"
20160810,H,"30,000"
20160810,H,"24,950"
20160810,H,"43,000"
20160810,H,"25,000"
20160810,M,"20,000"
20160810,M,"20,000"
20160810,M,"22,000"
20160810,M,"24,950"
20160810,M,"23,000"
20160810,M,"23,000"
20160810,M,"24,950"
20160810,M,"20,000"
20160810,M,"25,000"
20160810,M,"24,950"
20160810,M,"20,000"
20160810,M,"22,000"
20160810,M,"24,950"
20160810,M,"25,000"
20160810,M,"25,000"
20160810,M,"24,950"
20160810,H,"29,300"
20160809,H,"30,000"
20160809,M,"20,000"
20160809,H,"27,000"
20160809,H,"35,000"
20160809,H,"30,000"
20160809,H,"39,660"
20160809,H,"30,000"
20160809,H,"24,950"
20160809,H,"43,000"
20160809,H,"25,000"
20160809,H,"27,000"
20160809,H,"43,000"
20160809,H,"46,330"
20160809,H,"29,000"
20160809,H,"43,000"
20160809,H,"25,000"
20160809,H,"39,660"
20160809,H,"30,300"
20160809,H,"29,300"
20160809,H,"27,000"
20160809,H,"39,660"
20160809,H,"36,000"
20160809,M,"20,000"
20160809,M,"20,000"
20160809,M,"22,000"
20160809,M,"24,950"
20160809,M,"23,000"
20160809,M,"23,000"
20160809,M,"24,950"
20160809,M,"20,000"
20160809,M,"25,000"
20160809,M,"24,950"
20160809,M,"22,000"
20160809,M,"24,950"
20160809,M,"25,000"
20160809,M,"25,000"
20160809,M,"24,950"
20160809,M,"24,950"
20160809,H,"43,000"
20160808,H,"43,000"
20160808,M,"20,000"
20160808,H,"29,300"
20160808,H,"27,000"
20160808,H,"39,660"
20160808,H,"36,000"
20160808,H,"27,000"
20160808,H,"43,000"
20160808,H,"46,330"
20160808,H,"29,000"
20160808,H,"43,000"
20160808,H,"25,000"
20160808,H,"39,660"
20160808,H,"30,000"
20160808,H,"43,000"
20160808,H,"27,000"
20160808,H,"35,000"
20160808,H,"43,000"
20160808,H,"30,000"
20160808,H,"39,660"
20160808,H,"30,000"
20160808,H,"24,950"
20160808,H,"43,000"
20160808,H,"25,000"
20160808,M,"20,000"
20160808,M,"20,000"
20160808,M,"22,000"
20160808,M,"24,950"
20160808,M,"23,000"
20160808,M,"23,000"
20160808,M,"24,950"
20160808,M,"20,000"
20160808,M,"25,000"
20160808,M,"24,950"
20160808,M,"22,000"
20160808,M,"24,950"
20160808,M,"25,000"
20160808,M,"25,000"
20160808,M,"24,950"
20160808,M,"24,950"
20160808,H,"30,300"
20160807,H,"43,000"
20160807,M,"20,000"
20160807,H,"29,300"
20160807,H,"27,000"
